projectId,region,projectManager,impact_category,process_name,score
P-MW-003,Midwest,Mike Johnson,WC Insurance,bidresults,14.06
P-MW-003,Midwest,Mike Johnson,WC Insurance,bidreview,29.92
P-MW-003,Midwest,Mike Johnson,WC Insurance,compliance,22.63
P-MW-003,Midwest,Mike Johnson,WC Insurance,estimating,11.38
P-WE-004,West,Alice Brown,BR Insurance,bidresults,10.13
P-WE-004,West,Alice Brown,BR Insurance,bidreview,6.6
P-WE-004,West,Alice Brown,BR Insurance,compliance,3.34
P-WE-004,West,Alice Brown,BR Insurance,estimating,14.46
P-WE-004,West,Alice Brown,CA Insurance,bidresults,7.32
P-WE-004,West,Alice Brown,CA Insurance,bidreview,11.89
P-WE-004,West,Alice Brown,CA Insurance,compliance,22.02
P-WE-004,West,Alice Brown,CA Insurance,estimating,23.89
P-WE-004,West,Alice Brown,Cost,bidresults,17.31
P-WE-004,West,Alice Brown,Cost,bidreview,3.36
P-WE-004,West,Alice Brown,Cost,compliance,3.85
P-WE-004,West,Alice Brown,Cost,estimating,2.23
P-WE-004,West,Alice Brown,GL Insurance,bidresults,25.96
P-WE-004,West,Alice Brown,GL Insurance,bidreview,29.89
P-WE-004,West,Alice Brown,GL Insurance,compliance,29.16
P-WE-004,West,Alice Brown,GL Insurance,estimating,16.34
P-WE-004,West,Alice Brown,Safety,bidresults,8.63
P-WE-004,West,Alice Brown,Safety,bidreview,16.84
P-WE-004,West,Alice Brown,Safety,compliance,2.27
P-WE-004,West,Alice Brown,Safety,estimating,9.44
P-WE-004,West,Alice Brown,Schedule,bidresults,11.19
P-WE-004,West,Alice Brown,Schedule,bidreview,8.99
P-WE-004,West,Alice Brown,Schedule,compliance,20.95
P-WE-004,West,Alice Brown,Schedule,estimating,5.39
P-WE-004,West,Alice Brown,WC Insurance,bidresults,13.35
P-WE-004,West,Alice Brown,WC Insurance,bidreview,1.26
P-WE-004,West,Alice Brown,WC Insurance,compliance,16.68
P-WE-004,West,Alice Brown,WC Insurance,estimating,17.58
P-NE-005,Northeast,John Doe,BR Insurance,bidresults,18.01
P-NE-005,Northeast,John Doe,BR Insurance,bidreview,31.73
P-NE-005,Northeast,John Doe,BR Insurance,compliance,4.0
P-NE-005,Northeast,John Doe,BR Insurance,estimating,34.14
P-NE-005,Northeast,John Doe,CA Insurance,bidresults,5.88
P-NE-005,Northeast,John Doe,CA Insurance,bidreview,3.63
P-NE-005,Northeast,John Doe,CA Insurance,compliance,30.1
P-NE-005,Northeast,John Doe,CA Insurance,estimating,29.9
P-NE-005,Northeast,John Doe,Cost,bidresults,7.11
P-NE-005,Northeast,John Doe,Cost,bidreview,12.94
P-NE-005,Northeast,John Doe,Cost,compliance,25.36
P-NE-005,Northeast,John Doe,Cost,estimating,26.56
P-NE-005,Northeast,John Doe,GL Insurance,bidresults,41.16
P-NE-005,Northeast,John Doe,GL Insurance,bidreview,4.02
P-NE-005,Northeast,John Doe,GL Insurance,compliance,4.78
P-NE-005,Northeast,John Doe,GL Insurance,estimating,16.97
P-NE-005,Northeast,John Doe,Safety,bidresults,17.97
P-NE-005,Northeast,John Doe,Safety,bidreview,25.4
P-NE-005,Northeast,John Doe,Safety,compliance,25.92
P-NE-005,Northeast,John Doe,Safety,estimating,18.26
P-NE-005,Northeast,John Doe,Schedule,bidresults,30.6
P-NE-005,Northeast,John Doe,Schedule,bidreview,18.02
P-NE-005,Northeast,John Doe,Schedule,compliance,32.03
P-NE-005,Northeast,John Doe,Schedule,estimating,7.07
P-NE-005,Northeast,John Doe,WC Insurance,bidresults,3.14
P-NE-005,Northeast,John Doe,WC Insurance,bidreview,33.51
P-NE-005,Northeast,John Doe,WC Insurance,compliance,12.38
P-NE-005,Northeast,John Doe,WC Insurance,estimating,31.77
P-SE-006,Southeast,Jane Smith,BR Insurance,bidresults,21.82
P-SE-006,Southeast,Jane Smith,BR Insurance,bidreview,2.63
P-SE-006,Southeast,Jane Smith,BR Insurance,compliance,6.27
P-SE-006,Southeast,Jane Smith,BR Insurance,estimating,15.52
P-SE-006,Southeast,Jane Smith,CA Insurance,bidresults,18.39
P-SE-006,Southeast,Jane Smith,CA Insurance,bidreview,23.35
P-SE-006,Southeast,Jane Smith,CA Insurance,compliance,7.19
P-SE-006,Southeast,Jane Smith,CA Insurance,estimating,2.84
P-SE-006,Southeast,Jane Smith,Cost,bidresults,21.44
P-SE-006,Southeast,Jane Smith,Cost,bidreview,12.85
P-SE-006,Southeast,Jane Smith,Cost,compliance,16.1
P-SE-006,Southeast,Jane Smith,Cost,estimating,6.93
P-SE-006,Southeast,Jane Smith,GL Insurance,bidresults,7.97
P-SE-006,Southeast,Jane Smith,GL Insurance,bidreview,14.58
P-SE-006,Southeast,Jane Smith,GL Insurance,compliance,4.75
P-SE-006,Southeast,Jane Smith,GL Insurance,estimating,17.04
P-SE-006,Southeast,Jane Smith,Safety,bidresults,14.0
P-SE-006,Southeast,Jane Smith,Safety,bidreview,5.02
P-SE-006,Southeast,Jane Smith,Safety,compliance,20.9
P-SE-006,Southeast,Jane Smith,Safety,estimating,7.23
P-SE-006,Southeast,Jane Smith,Schedule,bidresults,20.19
P-SE-006,Southeast,Jane Smith,Schedule,bidreview,11.46
P-SE-006,Southeast,Jane Smith,Schedule,compliance,6.83
P-SE-006,Southeast,Jane Smith,Schedule,estimating,13.1
P-SE-006,Southeast,Jane Smith,WC Insurance,bidresults,6.51
P-SE-006,Southeast,Jane Smith,WC Insurance,bidreview,9.45
P-SE-006,Southeast,Jane Smith,WC Insurance,compliance,6.75
P-SE-006,Southeast,Jane Smith,WC Insurance,estimating,15.71
P-NE-007,Northeast,John Doe,BR Insurance,bidresults,20.14
P-NE-007,Northeast,John Doe,BR Insurance,bidreview,16.61
P-NE-007,Northeast,John Doe,BR Insurance,compliance,25.88
P-NE-007,Northeast,John Doe,BR Insurance,estimating,26.94
P-NE-007,Northeast,John Doe,CA Insurance,bidresults,46.45
P-NE-007,Northeast,John Doe,CA Insurance,bidreview,21.99
P-NE-007,Northeast,John Doe,CA Insurance,compliance,29.73
P-NE-007,Northeast,John Doe,CA Insurance,estimating,48.93
P-NE-007,Northeast,John Doe,Cost,bidresults,21.62
P-NE-007,Northeast,John Doe,Cost,bidreview,32.91
P-NE-007,Northeast,John Doe,Cost,compliance,46.3
P-NE-007,Northeast,John Doe,Cost,estimating,45.38
P-NE-007,Northeast,John Doe,GL Insurance,bidresults,20.94
P-NE-007,Northeast,John Doe,GL Insurance,bidreview,46.16
P-NE-007,Northeast,John Doe,GL Insurance,compliance,56.37
P-NE-007,Northeast,John Doe,GL Insurance,estimating,43.93
P-NE-007,Northeast,John Doe,Safety,bidresults,24.68
P-NE-007,Northeast,John Doe,Safety,bidreview,9.88
P-NE-007,Northeast,John Doe,Safety,compliance,22.94
P-NE-007,Northeast,John Doe,Safety,estimating,23.24
P-NE-007,Northeast,John Doe,Schedule,bidresults,30.84
P-NE-007,Northeast,John Doe,Schedule,bidreview,16.57
P-NE-007,Northeast,John Doe,Schedule,compliance,45.42
P-NE-007,Northeast,John Doe,Schedule,estimating,13.29
P-NE-007,Northeast,John Doe,WC Insurance,bidresults,20.95
P-NE-007,Northeast,John Doe,WC Insurance,bidreview,27.1
P-NE-007,Northeast,John Doe,WC Insurance,compliance,45.47
P-NE-007,Northeast,John Doe,WC Insurance,estimating,24.57
P-SE-008,Southeast,Jane Smith,BR Insurance,bidresults,9.9
P-SE-008,Southeast,Jane Smith,BR Insurance,bidreview,17.67
P-SE-008,Southeast,Jane Smith,BR Insurance,compliance,5.64
P-SE-008,Southeast,Jane Smith,BR Insurance,estimating,22.55
P-SE-008,Southeast,Jane Smith,CA Insurance,bidresults,25.68
P-SE-008,Southeast,Jane Smith,CA Insurance,bidreview,32.97
P-SE-008,Southeast,Jane Smith,CA Insurance,compliance,18.89
P-SE-008,Southeast,Jane Smith,CA Insurance,estimating,20.11
P-SE-008,Southeast,Jane Smith,Cost,bidresults,6.82
P-SE-008,Southeast,Jane Smith,Cost,bidreview,34.91
P-SE-008,Southeast,Jane Smith,Cost,compliance,30.7
P-SE-008,Southeast,Jane Smith,Cost,estimating,33.42
P-SE-008,Southeast,Jane Smith,GL Insurance,bidresults,30.79
P-SE-008,Southeast,Jane Smith,GL Insurance,bidreview,15.4
P-SE-008,Southeast,Jane Smith,GL Insurance,compliance,11.08
P-SE-008,Southeast,Jane Smith,GL Insurance,estimating,38.44
P-SE-008,Southeast,Jane Smith,Safety,bidresults,2.58
P-SE-008,Southeast,Jane Smith,Safety,bidreview,14.11
P-SE-008,Southeast,Jane Smith,Safety,compliance,11.83
P-SE-008,Southeast,Jane Smith,Safety,estimating,6.77
P-SE-008,Southeast,Jane Smith,Schedule,bidresults,25.24
P-SE-008,Southeast,Jane Smith,Schedule,bidreview,16.96
P-SE-008,Southeast,Jane Smith,Schedule,compliance,29.98
P-SE-008,Southeast,Jane Smith,Schedule,estimating,2.47
P-SE-008,Southeast,Jane Smith,WC Insurance,bidresults,32.85
P-SE-008,Southeast,Jane Smith,WC Insurance,bidreview,15.56
P-SE-008,Southeast,Jane Smith,WC Insurance,compliance,31.63
P-SE-008,Southeast,Jane Smith,WC Insurance,estimating,14.54
P-MW-009,Midwest,Mike Johnson,BR Insurance,bidresults,18.83
P-MW-009,Midwest,Mike Johnson,BR Insurance,bidreview,11.17
P-MW-009,Midwest,Mike Johnson,BR Insurance,compliance,12.55
P-MW-009,Midwest,Mike Johnson,BR Insurance,estimating,31.65
P-MW-009,Midwest,Mike Johnson,CA Insurance,bidresults,36.07
P-MW-009,Midwest,Mike Johnson,CA Insurance,bidreview,32.87
P-MW-009,Midwest,Mike Johnson,CA Insurance,compliance,18.65
P-MW-009,Midwest,Mike Johnson,CA Insurance,estimating,18.0
P-MW-009,Midwest,Mike Johnson,Cost,bidresults,15.43
P-MW-009,Midwest,Mike Johnson,Cost,bidreview,14.3
P-MW-009,Midwest,Mike Johnson,Cost,compliance,11.2
P-MW-009,Midwest,Mike Johnson,Cost,estimating,46.43
P-MW-009,Midwest,Mike Johnson,GL Insurance,bidresults,35.78
P-MW-009,Midwest,Mike Johnson,GL Insurance,bidreview,46.61
P-MW-009,Midwest,Mike Johnson,GL Insurance,compliance,34.78
P-MW-009,Midwest,Mike Johnson,GL Insurance,estimating,20.85
P-MW-009,Midwest,Mike Johnson,Safety,bidresults,5.68
P-MW-009,Midwest,Mike Johnson,Safety,bidreview,24.21
P-MW-009,Midwest,Mike Johnson,Safety,compliance,10.17
P-MW-009,Midwest,Mike Johnson,Safety,estimating,27.33
P-MW-009,Midwest,Mike Johnson,Schedule,bidresults,36.11
P-MW-009,Midwest,Mike Johnson,Schedule,bidreview,4.29
P-MW-009,Midwest,Mike Johnson,Schedule,compliance,22.11
P-MW-009,Midwest,Mike Johnson,Schedule,estimating,25.37
P-MW-009,Midwest,Mike Johnson,WC Insurance,bidresults,42.39
P-MW-009,Midwest,Mike Johnson,WC Insurance,bidreview,21.77
P-MW-009,Midwest,Mike Johnson,WC Insurance,compliance,25.91
P-MW-009,Midwest,Mike Johnson,WC Insurance,estimating,28.35
P-WE-010,West,Alice Brown,BR Insurance,bidresults,4.12
P-WE-010,West,Alice Brown,BR Insurance,bidreview,18.91
P-WE-010,West,Alice Brown,BR Insurance,compliance,4.63
P-WE-010,West,Alice Brown,BR Insurance,estimating,26.35
P-WE-010,West,Alice Brown,CA Insurance,bidresults,19.14
P-WE-010,West,Alice Brown,CA Insurance,bidreview,4.21
P-WE-010,West,Alice Brown,CA Insurance,compliance,9.17
P-WE-010,West,Alice Brown,CA Insurance,estimating,17.6
P-WE-010,West,Alice Brown,Cost,bidresults,30.86
P-WE-010,West,Alice Brown,Cost,bidreview,3.34
P-WE-010,West,Alice Brown,Cost,compliance,9.49
P-WE-010,West,Alice Brown,Cost,estimating,7.82
P-WE-010,West,Alice Brown,GL Insurance,bidresults,35.55
P-WE-010,West,Alice Brown,GL Insurance,bidreview,30.18
P-WE-010,West,Alice Brown,GL Insurance,compliance,22.41
P-WE-010,West,Alice Brown,GL Insurance,estimating,25.62
P-WE-010,West,Alice Brown,Safety,bidresults,4.79
P-WE-010,West,Alice Brown,Safety,bidreview,22.14
P-WE-010,West,Alice Brown,Safety,compliance,9.87
P-WE-010,West,Alice Brown,Safety,estimating,22.1
P-WE-010,West,Alice Brown,Schedule,bidresults,26.9
P-WE-010,West,Alice Brown,Schedule,bidreview,2.89
P-WE-010,West,Alice Brown,Schedule,compliance,26.96
P-WE-010,West,Alice Brown,Schedule,estimating,12.92
P-WE-010,West,Alice Brown,WC Insurance,bidresults,9.68
P-WE-010,West,Alice Brown,WC Insurance,bidreview,19.97
P-WE-010,West,Alice Brown,WC Insurance,compliance,24.7
P-WE-010,West,Alice Brown,WC Insurance,estimating,1.23
P-NE-011,Northeast,John Doe,BR Insurance,bidresults,34.3
P-NE-011,Northeast,John Doe,BR Insurance,bidreview,47.16
P-NE-011,Northeast,John Doe,BR Insurance,compliance,44.38
P-NE-011,Northeast,John Doe,BR Insurance,estimating,32.82
P-NE-011,Northeast,John Doe,CA Insurance,bidresults,49.96
P-NE-011,Northeast,John Doe,CA Insurance,bidreview,19.92
P-NE-011,Northeast,John Doe,CA Insurance,compliance,26.33
P-NE-011,Northeast,John Doe,CA Insurance,estimating,19.1
P-NE-011,Northeast,John Doe,Cost,bidresults,19.69
P-NE-011,Northeast,John Doe,Cost,bidreview,35.54
P-NE-011,Northeast,John Doe,Cost,compliance,49.84
P-NE-011,Northeast,John Doe,Cost,estimating,52.21
P-NE-011,Northeast,John Doe,GL Insurance,bidresults,41.07
P-NE-011,Northeast,John Doe,GL Insurance,bidreview,44.48
P-NE-011,Northeast,John Doe,GL Insurance,compliance,48.65
P-NE-011,Northeast,John Doe,GL Insurance,estimating,29.48
P-NE-011,Northeast,John Doe,Safety,bidresults,38.84
P-NE-011,Northeast,John Doe,Safety,bidreview,24.94
P-NE-011,Northeast,John Doe,Safety,compliance,8.14
P-NE-011,Northeast,John Doe,Safety,estimating,19.07
P-NE-011,Northeast,John Doe,Schedule,bidresults,20.56
P-NE-011,Northeast,John Doe,Schedule,bidreview,38.7
P-NE-011,Northeast,John Doe,Schedule,compliance,35.37
P-NE-011,Northeast,John Doe,Schedule,estimating,18.14
P-NE-011,Northeast,John Doe,WC Insurance,bidresults,48.32
P-NE-011,Northeast,John Doe,WC Insurance,bidreview,30.11
P-NE-011,Northeast,John Doe,WC Insurance,compliance,16.01
P-NE-011,Northeast,John Doe,WC Insurance,estimating,13.39
P-SE-012,Southeast,Jane Smith,BR Insurance,bidresults,7.94
P-SE-012,Southeast,Jane Smith,BR Insurance,bidreview,21.86
P-SE-012,Southeast,Jane Smith,BR Insurance,compliance,22.08
P-SE-012,Southeast,Jane Smith,BR Insurance,estimating,23.47
P-SE-012,Southeast,Jane Smith,CA Insurance,bidresults,25.9
P-SE-012,Southeast,Jane Smith,CA Insurance,bidreview,23.83
P-SE-012,Southeast,Jane Smith,CA Insurance,compliance,26.29
P-SE-012,Southeast,Jane Smith,CA Insurance,estimating,4.13
P-SE-012,Southeast,Jane Smith,Cost,bidresults,28.41
P-SE-012,Southeast,Jane Smith,Cost,bidreview,8.74
P-SE-012,Southeast,Jane Smith,Cost,compliance,25.18
P-SE-012,Southeast,Jane Smith,Cost,estimating,4.19
P-SE-012,Southeast,Jane Smith,GL Insurance,bidresults,30.97
P-SE-012,Southeast,Jane Smith,GL Insurance,bidreview,30.4
P-SE-012,Southeast,Jane Smith,GL Insurance,compliance,28.57
P-SE-012,Southeast,Jane Smith,GL Insurance,estimating,34.19
P-SE-012,Southeast,Jane Smith,Safety,bidresults,22.39
P-SE-012,Southeast,Jane Smith,Safety,bidreview,10.35
P-SE-012,Southeast,Jane Smith,Safety,compliance,4.55
P-SE-012,Southeast,Jane Smith,Safety,estimating,15.28
P-SE-012,Southeast,Jane Smith,Schedule,bidresults,6.25
P-SE-012,Southeast,Jane Smith,Schedule,bidreview,20.9
P-SE-012,Southeast,Jane Smith,Schedule,compliance,23.47
P-SE-012,Southeast,Jane Smith,Schedule,estimating,22.52
P-SE-012,Southeast,Jane Smith,WC Insurance,bidresults,27.06
P-SE-012,Southeast,Jane Smith,WC Insurance,bidreview,1.69
P-SE-012,Southeast,Jane Smith,WC Insurance,compliance,10.3
P-SE-012,Southeast,Jane Smith,WC Insurance,estimating,21.62
P-MW-013,Midwest,Mike Johnson,BR Insurance,bidresults,23.38
P-MW-013,Midwest,Mike Johnson,BR Insurance,bidreview,44.5
P-MW-013,Midwest,Mike Johnson,BR Insurance,compliance,10.34
P-MW-013,Midwest,Mike Johnson,BR Insurance,estimating,16.62
P-MW-013,Midwest,Mike Johnson,CA Insurance,bidresults,29.46
P-MW-013,Midwest,Mike Johnson,CA Insurance,bidreview,38.14
P-MW-013,Midwest,Mike Johnson,CA Insurance,compliance,33.25
P-MW-013,Midwest,Mike Johnson,CA Insurance,estimating,21.55
P-MW-013,Midwest,Mike Johnson,Cost,bidresults,18.73
P-MW-013,Midwest,Mike Johnson,Cost,bidreview,42.81
P-MW-013,Midwest,Mike Johnson,Cost,compliance,11.95
P-MW-013,Midwest,Mike Johnson,Cost,estimating,20.1
P-MW-013,Midwest,Mike Johnson,GL Insurance,bidresults,35.45
P-MW-013,Midwest,Mike Johnson,GL Insurance,bidreview,39.66
P-MW-013,Midwest,Mike Johnson,GL Insurance,compliance,53.25
P-MW-013,Midwest,Mike Johnson,GL Insurance,estimating,29.99
P-MW-013,Midwest,Mike Johnson,Safety,bidresults,14.16
P-MW-013,Midwest,Mike Johnson,Safety,bidreview,16.13
P-MW-013,Midwest,Mike Johnson,Safety,compliance,41.68
P-MW-013,Midwest,Mike Johnson,Safety,estimating,37.57
P-MW-013,Midwest,Mike Johnson,Schedule,bidresults,17.21
P-MW-013,Midwest,Mike Johnson,Schedule,bidreview,13.9
P-MW-013,Midwest,Mike Johnson,Schedule,compliance,23.41
P-MW-013,Midwest,Mike Johnson,Schedule,estimating,37.66
P-MW-013,Midwest,Mike Johnson,WC Insurance,bidresults,15.14
P-MW-013,Midwest,Mike Johnson,WC Insurance,bidreview,45.57
P-MW-013,Midwest,Mike Johnson,WC Insurance,compliance,46.82
P-MW-013,Midwest,Mike Johnson,WC Insurance,estimating,12.61
P-WE-014,West,Alice Brown,BR Insurance,bidresults,9.41
P-WE-014,West,Alice Brown,BR Insurance,bidreview,9.05
P-WE-014,West,Alice Brown,BR Insurance,compliance,3.55
P-WE-014,West,Alice Brown,BR Insurance,estimating,6.91
P-WE-014,West,Alice Brown,CA Insurance,bidresults,15.16
P-WE-014,West,Alice Brown,CA Insurance,bidreview,22.63
P-WE-014,West,Alice Brown,CA Insurance,compliance,21.76
P-WE-014,West,Alice Brown,CA Insurance,estimating,16.58
P-WE-014,West,Alice Brown,Cost,bidresults,18.99
P-WE-014,West,Alice Brown,Cost,bidreview,1.04
P-WE-014,West,Alice Brown,Cost,compliance,14.46
P-WE-014,West,Alice Brown,Cost,estimating,24.14
P-WE-014,West,Alice Brown,GL Insurance,bidresults,24.74
P-WE-014,West,Alice Brown,GL Insurance,bidreview,19.6
P-WE-014,West,Alice Brown,GL Insurance,compliance,9.79
P-WE-014,West,Alice Brown,GL Insurance,estimating,10.25
P-WE-014,West,Alice Brown,Safety,bidresults,2.4
P-WE-014,West,Alice Brown,Safety,bidreview,15.84
P-WE-014,West,Alice Brown,Safety,compliance,8.28
P-WE-014,West,Alice Brown,Safety,estimating,14.41
P-WE-014,West,Alice Brown,Schedule,bidresults,15.18
P-WE-014,West,Alice Brown,Schedule,bidreview,8.7
P-WE-014,West,Alice Brown,Schedule,compliance,6.09
P-WE-014,West,Alice Brown,Schedule,estimating,12.53
P-WE-014,West,Alice Brown,WC Insurance,bidresults,9.98
P-WE-014,West,Alice Brown,WC Insurance,bidreview,16.83
P-WE-014,West,Alice Brown,WC Insurance,compliance,7.8
P-WE-014,West,Alice Brown,WC Insurance,estimating,7.61
P-NE-015,Northeast,John Doe,BR Insurance,bidresults,1.78
P-NE-015,Northeast,John Doe,BR Insurance,bidreview,22.53
P-NE-015,Northeast,John Doe,BR Insurance,compliance,7.37
P-NE-015,Northeast,John Doe,BR Insurance,estimating,8.19
P-NE-015,Northeast,John Doe,CA Insurance,bidresults,3.55
P-NE-015,Northeast,John Doe,CA Insurance,bidreview,9.57
P-NE-015,Northeast,John Doe,CA Insurance,compliance,30.74
P-NE-015,Northeast,John Doe,CA Insurance,estimating,17.63
P-NE-015,Northeast,John Doe,Cost,bidresults,18.2
P-NE-015,Northeast,John Doe,Cost,bidreview,16.91
P-NE-015,Northeast,John Doe,Cost,compliance,25.22
P-NE-015,Northeast,John Doe,Cost,estimating,22.46
P-NE-015,Northeast,John Doe,GL Insurance,bidresults,21.62
P-NE-015,Northeast,John Doe,GL Insurance,bidreview,32.84
P-NE-015,Northeast,John Doe,GL Insurance,compliance,4.39
P-NE-015,Northeast,John Doe,GL Insurance,estimating,7.79
P-NE-015,Northeast,John Doe,Safety,bidresults,27.13
P-NE-015,Northeast,John Doe,Safety,bidreview,13.82
P-NE-015,Northeast,John Doe,Safety,compliance,14.72
P-NE-015,Northeast,John Doe,Safety,estimating,7.2
P-NE-015,Northeast,John Doe,Schedule,bidresults,9.89
P-NE-015,Northeast,John Doe,Schedule,bidreview,10.33
P-NE-015,Northeast,John Doe,Schedule,compliance,1.01
P-NE-015,Northeast,John Doe,Schedule,estimating,17.99
P-NE-015,Northeast,John Doe,WC Insurance,bidresults,26.54
P-NE-015,Northeast,John Doe,WC Insurance,bidreview,22.52
P-NE-015,Northeast,John Doe,WC Insurance,compliance,28.83
P-NE-015,Northeast,John Doe,WC Insurance,estimating,12.4
P-SE-016,Southeast,Jane Smith,BR Insurance,bidresults,40.0
P-SE-016,Southeast,Jane Smith,BR Insurance,bidreview,28.7
P-SE-016,Southeast,Jane Smith,BR Insurance,compliance,25.82
P-SE-016,Southeast,Jane Smith,BR Insurance,estimating,41.52
P-SE-016,Southeast,Jane Smith,CA Insurance,bidresults,25.19
P-SE-016,Southeast,Jane Smith,CA Insurance,bidreview,40.66
P-SE-016,Southeast,Jane Smith,CA Insurance,compliance,33.77
P-SE-016,Southeast,Jane Smith,CA Insurance,estimating,29.51
P-SE-016,Southeast,Jane Smith,Cost,bidresults,7.22
P-SE-016,Southeast,Jane Smith,Cost,bidreview,26.78
P-SE-016,Southeast,Jane Smith,Cost,compliance,33.24
